10.0,17.5,0.0,13.43025534897188
10.2911,19.5694,0.0,11.054334806531013
10.0,17.5,8.0,13.354209555595267
10.2911,19.5694,8.0,11.107918358823694
25.0,17.5,0.0,0.4188651307701218
25.0,17.5,8.0,0.4155829925446454
24.0975,21.067,0.0,0.00726728813417543
24.0975,21.067,8.0,0.003857255569812169
14.4,55.4304,0.0,3.506074443732905
14.4,55.4304,8.0,3.296170699193687
20.6,55.4304,0.0,3.085043270969279
20.6,55.4304,8.0,3.1740437506353
0.0,17.5,0.0,6.687562824522287
33.791,23.8915,0.0,0.008314095968020276
33.791,23.8915,8.0,0.009285535973430889
0.0,17.5,8.0,6.692928377893526
25.6009,25.6009,8.0,0.00211398626169618
24.6151,24.6151,8.0,0.0014491292790744647
25.6009,25.6009,0.0,0.0021160329187046314
24.6151,24.6151,0.0,0.0016251449014615528
25.4414,49.1899,8.0,0.2214302424768428
8.14066,59.2268,8.0,0.2490047761632861
25.4414,49.1899,0.0,0.23375888644439682
8.14066,59.2268,0.0,0.2506446406092237
10.0617,18.4597,0.0,12.851143679801632
10.0,17.5,1.056,13.979535509196577
10.0,17.5,2.552,14.076443013700132
10.0,17.5,4.8,14.046120491928482
10.0,17.5,6.816,13.868030551620118
10.0617,18.4597,8.0,12.257315445155832
10.2911,19.5694,6.8,11.434780213294854
10.2911,19.5694,4.784,11.737026270727155
10.2911,19.5694,2.536,11.792875057829772
10.2911,19.5694,1.048,11.375764286493922
24.7525,15.5892,0.0,0.8409275876676601
23.8071,13.4416,0.0,1.0244819632622073
22.1893,11.6468,0.0,0.8580720829200714
20.0848,10.4595,0.0,1.0075000967331722
17.7356,10.0037,0.0,2.468580803580138
15.3398,10.3178,0.0,4.4322614872307105
13.1682,11.3775,0.0,7.398204347465247
11.4463,13.0726,0.0,9.81646916302007
10.4595,14.9152,0.0,11.969567963753807
10.0851,16.3733,0.0,12.973201545477762
25.0,17.5,5.328,0.3815692234657732
25.0,17.5,2.472,0.49054744624845326
24.7525,15.5892,8.0,0.8754292311726574
23.8071,13.4416,8.0,0.9996484339244227
22.1893,11.6468,8.0,0.8957791986604661
20.0848,10.4595,8.0,0.9179737206064889
17.7356,10.0037,8.0,2.315090515098345
15.3398,10.3178,8.0,4.719454824407869
13.1682,11.3775,8.0,7.3827962729501
11.4463,13.0726,8.0,10.006912066592418
10.4595,14.9152,8.0,12.01599452270951
10.0851,16.3733,8.0,12.986980704907081
24.7644,19.3649,0.0,0.05559933899370027
24.0975,21.067,6.408,0.029396393146814796
24.0975,21.067,4.768,0.03023375479457533
24.0975,21.067,3.128,0.03195411201792389
24.0975,21.067,1.488,0.02541269321912772
24.7644,19.3649,8.0,0.0627706645181415
14.4,55.4304,2.008,2.686685260299338
14.4,55.4304,4.008,2.5037024769602536
14.4,55.4304,6.0,3.178082702485887
20.2118,53.9285,0.0,2.8445482972897262
19.0612,52.7523,0.0,0.850826678064246
17.5097,52.3304,0.0,0.8541082173454759
15.9725,52.7328,0.0,0.802311178852071
14.8072,53.8945,0.0,2.820568453903367
20.6,55.4304,6.376,2.7227754255044614
20.6,55.4304,4.776,2.8414615510882
20.6,55.4304,3.192,3.1749364240116145
20.6,55.4304,1.52,2.6223382708875067
20.1928,53.8945,8.0,2.7838319095512642
19.0359,52.7377,8.0,1.242295459538024
17.4903,52.3304,8.0,0.6617615416030175
15.9556,52.7425,8.0,0.933409562342721
14.8024,53.903,8.0,2.7933761683974967
0.172735,15.0473,0.0,6.295417797595138
0.68753,12.643,0.0,5.908300556900035
1.53422,10.3345,0.0,5.564330768289954
2.6961,8.16756,0.0,5.102337962095869
4.15022,6.18482,0.0,4.646328972873049
5.86788,4.42546,0.0,4.143523419148562
7.81517,2.9242,0.0,3.5845981753402474
9.95365,1.71068,0.0,3.0507664941427497
12.2411,0.808865,0.0,2.480927806829962
14.6324,0.23655,0.0,1.9577545593528554
17.0803,0.00503463,0.0,1.507898602012164
19.5364,0.11889,0.0,1.0781003013508208
21.9524,0.575868,0.0,0.7143575714829595
24.2805,1.36695,0.0,0.39956078828560093
